问题名,问题具体内容,回答信息
程序员必须掌握哪些算法？,无详细描述,大学四年，算法是我非常注重学习的一门知识。下面是我觉得值得学习的一些算法以及数据结构，当然，并且我也整理一些看过不错的文章给大家，大家也可以留言区补充。如果觉得不错，别忘了点个赞哦。先上图，后详细解说 ----------------2021.9.1更新-------------- 另外，这里有个可以白嫖的项目，推荐给大家 一、算法最最基础 1、时间复杂度 2、空间复杂度 一般最先接触的就是时间复杂度和空间复杂度的学习了，这两个概念以及如何计算，是必须学的，也是必须最先学的，主要有最大复杂度、平均复杂度等，直接通过博客搜索学习即可。 文章推荐： 算法分析神器—时间复杂度 二、基础数据结构 1、线性表 列表（必学） 链表（必学） 跳跃表（知道原理，应用，最后自己实现一遍） 并查集（建议结合刷题学习） 不用说，链表、列表必须，不过重点是链表。 三分钟基础数据结构：如何轻松手写链表？ 以后有面试官问你「跳跃表」，你就把这篇文章扔给他 2、栈与队列 栈（必学） 队列（必学） 优先队列、堆（必学） 多级反馈队列（原理与应用） 特别是优先队列，再刷题的时候，还是经常用到的，队列与栈，是最基本的数据结构，必学。可以通过博客来学习。相关文章： 三分钟基础知识：什么是栈？ 二叉堆是什么鬼？ 【算法与数据结构】堆排序是什么鬼？ 学习算法的过程中，有业余时间也可以学一学项目，毕竟很多算法最终都落地到项目上滴，这里给大家推荐一个 3、哈希表（必学） 碰撞解决方法：开放定址法、链地址法、再次哈希法、建立公共溢出区（必学） 布隆过滤器（原理与应用） 哈希表相关的，推荐通过博客来学习，推荐文章： Hash冲突之开放地址法 4、树 二叉树：各种遍历（递归与非递归）（必学） 哈夫曼树与编码（原理与应用） AVL树（必学） B 树与 B+ 树（原理与应用） 前缀树（原理与应用） 红黑树（原理与应用） 线段树（原理与应用） 树相关是知识还是挺多的，建议看书，可以看《算法第四版》。相关文章： 高频面试题：什么是B树？为啥文件索引要用B树而不用二叉查找树？ 【漫画】以后在有面试官问你AVL树，你就把这篇文章扔给他。 腾讯面试题：有了二叉查找树、平衡树为啥还需要红黑树？ 【面试被虐】游戏中的敏感词过滤是如何实现的？ 5、数组 树状数组 矩阵（必学） 树状数组其实我也没学过，，，， 这里给大家推荐一份刷题笔记，
程序员必须掌握哪些算法？,无详细描述,大学四年，算法是我非常注重学习的一门知识。下面是我觉得值得学习的一些算法以及数据结构，当然，并且我也整理一些看过不错的文章给大家，大家也可以留言区补充。如果觉得不错，别忘了点个赞哦。先上图，后详细解说 ----------------2021.9.1更新-------------- 另外，这里有个可以白嫖的项目，推荐给大家 一、算法最最基础 1、时间复杂度 2、空间复杂度 一般最先接触的就是时间复杂度和空间复杂度的学习了，这两个概念以及如何计算，是必须学的，也是必须最先学的，主要有最大复杂度、平均复杂度等，直接通过博客搜索学习即可。 文章推荐： 算法分析神器—时间复杂度 二、基础数据结构 1、线性表 列表（必学） 链表（必学） 跳跃表（知道原理，应用，最后自己实现一遍） 并查集（建议结合刷题学习） 不用说，链表、列表必须，不过重点是链表。 三分钟基础数据结构：如何轻松手写链表？ 以后有面试官问你「跳跃表」，你就把这篇文章扔给他 2、栈与队列 栈（必学） 队列（必学） 优先队列、堆（必学） 多级反馈队列（原理与应用） 特别是优先队列，再刷题的时候，还是经常用到的，队列与栈，是最基本的数据结构，必学。可以通过博客来学习。相关文章： 三分钟基础知识：什么是栈？ 二叉堆是什么鬼？ 【算法与数据结构】堆排序是什么鬼？ 学习算法的过程中，有业余时间也可以学一学项目，毕竟很多算法最终都落地到项目上滴，这里给大家推荐一个 3、哈希表（必学） 碰撞解决方法：开放定址法、链地址法、再次哈希法、建立公共溢出区（必学） 布隆过滤器（原理与应用） 哈希表相关的，推荐通过博客来学习，推荐文章： Hash冲突之开放地址法 4、树 二叉树：各种遍历（递归与非递归）（必学） 哈夫曼树与编码（原理与应用） AVL树（必学） B 树与 B+ 树（原理与应用） 前缀树（原理与应用） 红黑树（原理与应用） 线段树（原理与应用） 树相关是知识还是挺多的，建议看书，可以看《算法第四版》。相关文章： 高频面试题：什么是B树？为啥文件索引要用B树而不用二叉查找树？ 【漫画】以后在有面试官问你AVL树，你就把这篇文章扔给他。 腾讯面试题：有了二叉查找树、平衡树为啥还需要红黑树？ 【面试被虐】游戏中的敏感词过滤是如何实现的？ 5、数组 树状数组 矩阵（必学） 树状数组其实我也没学过，，，， 这里给大家推荐一份刷题笔记，
程序员必须掌握哪些算法？,无详细描述,"更新： 有很多朋友私信问我Python学习有没有什么好的资料，我给大家找了几门不错的免费课，想学的可以看看。 《Python入门教程》 《Python初级入门精讲》 《Python爬虫开发》 《Python实战编程》 《1小时掌握Python爬虫+高效学习法则》 原回答： 【收藏是点赞的4倍，你们是要闹哪样！】 程序员必须要掌握的十大经典算法 算法一：快速排序算法 快速排序是由东尼·霍尔所发展的一种排序算法。在平均状况下，排序 n 个项目要Ο(n log n)次比较。在最坏状况下则需要Ο(n2)次比较，但这种状况并不常见。事实上，快速排序通常明显比其他Ο(n log n) 算法更快，因为它的内部循环（inner loop）可以在大部分的架构上很有效率地被实现出来。 快速排序使用分治法（Divide and conquer）策略来把一个串行（list）分为两个子串行（sub-lists）。 算法步骤： 1 从数列中挑出一个元素，称为 “基准”（pivot）， 2 重新排序数列，所有元素比基准值小的摆放在基准前面，所有元素比基准值大的摆在基准的后面（相同的数可以到任一边）。在这个分区退出之后，该基准就处于数列的中间位置。这个称为分区（partition）操作。 3 递归地（recursive）把小于基准值元素的子数列和大于基准值元素的子数列排序。 递归的最底部情形，是数列的大小是零或一，也就是永远都已经被排序好了。虽然一直递归下去，但是这个算法总会退出，因为在每次的迭代（iteration）中，它至少会把一个元素摆到它最后的位置去。 算法二：堆排序算法 堆排序（Heapsort）是指利用堆这种数据结构所设计的一种排序算法。堆积是一个近似完全二叉树的结构，并同时满足堆积的性质：即子结点的键值或索引总是小于（或者大于）它的父节点。 堆排序的平均时间复杂度为Ο(nlogn) 。 算法步骤： 创建一个堆H[0..n-1] 把堆首（最大值）和堆尾互换 3. 把堆的尺寸缩小1，并调用shift_down(0),目的是把新的数组顶端数据调整到相应位置 4. 重复步骤2，直到堆的尺寸为1 算法三：归并排序 归并排序（Merge sort，台湾译作：合并排序）是建立在归并操作上的一种有效的排序算法。该算法是采用分治法（Divide and Conquer）的一个非常典型的应用。 算法步骤"
程序员必须掌握哪些算法？,无详细描述,"更新： 有很多朋友私信问我Python学习有没有什么好的资料，我给大家找了几门不错的免费课，想学的可以看看。 《Python入门教程》 《Python初级入门精讲》 《Python爬虫开发》 《Python实战编程》 《1小时掌握Python爬虫+高效学习法则》 原回答： 【收藏是点赞的4倍，你们是要闹哪样！】 程序员必须要掌握的十大经典算法 算法一：快速排序算法 快速排序是由东尼·霍尔所发展的一种排序算法。在平均状况下，排序 n 个项目要Ο(n log n)次比较。在最坏状况下则需要Ο(n2)次比较，但这种状况并不常见。事实上，快速排序通常明显比其他Ο(n log n) 算法更快，因为它的内部循环（inner loop）可以在大部分的架构上很有效率地被实现出来。 快速排序使用分治法（Divide and conquer）策略来把一个串行（list）分为两个子串行（sub-lists）。 算法步骤： 1 从数列中挑出一个元素，称为 “基准”（pivot）， 2 重新排序数列，所有元素比基准值小的摆放在基准前面，所有元素比基准值大的摆在基准的后面（相同的数可以到任一边）。在这个分区退出之后，该基准就处于数列的中间位置。这个称为分区（partition）操作。 3 递归地（recursive）把小于基准值元素的子数列和大于基准值元素的子数列排序。 递归的最底部情形，是数列的大小是零或一，也就是永远都已经被排序好了。虽然一直递归下去，但是这个算法总会退出，因为在每次的迭代（iteration）中，它至少会把一个元素摆到它最后的位置去。 算法二：堆排序算法 堆排序（Heapsort）是指利用堆这种数据结构所设计的一种排序算法。堆积是一个近似完全二叉树的结构，并同时满足堆积的性质：即子结点的键值或索引总是小于（或者大于）它的父节点。 堆排序的平均时间复杂度为Ο(nlogn) 。 算法步骤： 创建一个堆H[0..n-1] 把堆首（最大值）和堆尾互换 3. 把堆的尺寸缩小1，并调用shift_down(0),目的是把新的数组顶端数据调整到相应位置 4. 重复步骤2，直到堆的尺寸为1 算法三：归并排序 归并排序（Merge sort，台湾译作：合并排序）是建立在归并操作上的一种有效的排序算法。该算法是采用分治法（Divide and Conquer）的一个非常典型的应用。 算法步骤"
程序员必须掌握哪些算法？,无详细描述,"我来缅怀一下当年OI和ACM的日子……题目都在 Welcome To PKU JudgeOnline 上。 初期（校赛及省赛水题难度）: 一.基本算法: 枚举. (poj1753,poj2965) 贪心(poj1328,poj2109,poj2586) 递归和分治法. 递推. 构造法.(poj3295) 模拟法.(poj1068,poj2632,poj1573,poj2993,poj2996) 二.图算法: 图的深度优先遍历和广度优先遍历. 最短路径算法(dijkstra,bellman-ford,floyd,heap+dijkstra) (poj1860,poj3259,poj1062,poj2253,poj1125,poj2240) 最小生成树算法(prim,kruskal) (poj1789,poj2485,poj1258,poj3026) 拓扑排序 (poj1094) 二分图的最大匹配 (匈牙利算法) (poj3041,poj3020) 最大流的增广路算法(KM算法). (poj1459,poj3436) 三.数据结构. 串 (poj1035,poj3080,poj1936) 排序(快排、归并排(与逆序数有关)、堆排) (poj2388,poj2299) 简单并查集的应用. 哈希表和二分查找等高效查找法(数的Hash,串的Hash) (poj3349,poj3274,POJ2151,poj1840,poj2002,poj2503) 哈夫曼树(poj3253) 堆 trie树(静态建树、动态建树) (poj2513) 四.简单搜索 深度优先搜索 (poj2488,poj3083,poj3009,poj1321,poj2251) 广度优先搜索(poj3278,poj1426,poj3126,poj3087.poj3414) 简单搜索技巧和剪枝(poj2531,poj1416,poj2676,1129) 五.动态规划 背包问题. (poj1837,poj1276) 型如下表的简单DP(可参考lrj的书 page149): E[j]=opt{D+w(i,j)} (poj3267,poj1836,poj1260,poj2533) E[i,j]=opt{D[i-1,j]+xi,D[i,j-1]+yj,D[i-1][j-1]+zij} (最长公共子序列) (poj3176"
程序员必须掌握哪些算法？,无详细描述,"我来缅怀一下当年OI和ACM的日子……题目都在 Welcome To PKU JudgeOnline 上。 初期（校赛及省赛水题难度）: 一.基本算法: 枚举. (poj1753,poj2965) 贪心(poj1328,poj2109,poj2586) 递归和分治法. 递推. 构造法.(poj3295) 模拟法.(poj1068,poj2632,poj1573,poj2993,poj2996) 二.图算法: 图的深度优先遍历和广度优先遍历. 最短路径算法(dijkstra,bellman-ford,floyd,heap+dijkstra) (poj1860,poj3259,poj1062,poj2253,poj1125,poj2240) 最小生成树算法(prim,kruskal) (poj1789,poj2485,poj1258,poj3026) 拓扑排序 (poj1094) 二分图的最大匹配 (匈牙利算法) (poj3041,poj3020) 最大流的增广路算法(KM算法). (poj1459,poj3436) 三.数据结构. 串 (poj1035,poj3080,poj1936) 排序(快排、归并排(与逆序数有关)、堆排) (poj2388,poj2299) 简单并查集的应用. 哈希表和二分查找等高效查找法(数的Hash,串的Hash) (poj3349,poj3274,POJ2151,poj1840,poj2002,poj2503) 哈夫曼树(poj3253) 堆 trie树(静态建树、动态建树) (poj2513) 四.简单搜索 深度优先搜索 (poj2488,poj3083,poj3009,poj1321,poj2251) 广度优先搜索(poj3278,poj1426,poj3126,poj3087.poj3414) 简单搜索技巧和剪枝(poj2531,poj1416,poj2676,1129) 五.动态规划 背包问题. (poj1837,poj1276) 型如下表的简单DP(可参考lrj的书 page149): E[j]=opt{D+w(i,j)} (poj3267,poj1836,poj1260,poj2533) E[i,j]=opt{D[i-1,j]+xi,D[i,j-1]+yj,D[i-1][j-1]+zij} (最长公共子序列) (poj3176"
为什么美国程序员工作比中国程序员工作轻松、加班少？,工作效率区别大吗？ 感觉美国程序员工作时间灵活、加班少，相比与国内程序员工作，似乎压力小很多。但是美国程序员的产出却非常牛逼（如google、fb等）…显示全部,不是因为外国公司效率高，也不是因为他们开会多。同类的app，不论是电商还是视频，国内的app远比国外的复杂，变化更快，功能更多。三天一小改，五天一大改，过个节都要出一套ui，新功能层出不穷，做活动此起彼伏。 国内程序员的工作量，就是比国外的同行多，同样多的功能，国外程序员做，照样加班。 关键是，这些功能，真的有用吗？ 知乎可以提问，可以回答，因为它是个问答社区。但它还能直播，能视频，能充值，能交易，能借书，能开课，还能众裁。正中间的按钮，有时是想法，有时是会员，是创作，是发现，但没人在乎，大家只是看看首页的时间线罢了。这么多的功能，对用户来说，体验不一定有几年前的版本好。 大量的加班时间，花在了一些可有可无的需求上。 微观上看，是kpi焦虑，宏观上看，是违法成本低。有多低呢？大概像水电费那么低。 多开几小时的灯，就能出个新功能，成本近乎于零，没人用也不亏，何乐而不为？没有法律层面的支持，劳动者就像在囚徒困境中，谁都不想加班，谁都不敢先走。 随着时间的推移，加班成为新常态，向各行各业蔓延。生活越来越单调，越来越重复，人从生产者，转化为生产资料。
为什么美国程序员工作比中国程序员工作轻松、加班少？,工作效率区别大吗？ 感觉美国程序员工作时间灵活、加班少，相比与国内程序员工作，似乎压力小很多。但是美国程序员的产出却非常牛逼（如google、fb等）…显示全部,你自己随便拿出一个app看看吧 淘宝，支付宝：要喂小鸡？要建农场？ 拼多多：要各种小游戏，要砍一刀，要各种抽奖抽红包（100%最大奖但就不行，你就得花几秒钟去看一个抽奖动画） 微信：直播，视频，小程序 美团：也是各种小游戏，稍不留神就点进去了 中国的KPI啊，明明是个购物app，明明是个支付app，明明是个外卖app，明明是个即时通讯app 为什么要增加那么多各种各样花里胡哨的小游戏？ 亚马逊有小游戏吗？PayPal有小游戏吗？Google有小游戏吗？ 说白了，不就是骗老板骗投资人的钱吗？ 无法增加用户时长，咱们就小游戏走起，甚至送钱让你玩各种app内置的垃圾游戏，说白了，就是花公司的钱，花用户的时长，增加自己的绩效。 往上，骗得是投资人和老板，一看数据，全都增长 往下，坑的是用户，版本三天一小更，五天一大更，让你每天多花十来分钟挣那几分一毛钱 往内，写代码的不堪其扰，一会这需求，一会那需求，天天996，把自己的app跟摊大饼似的，约摊约大。
为什么美国程序员工作比中国程序员工作轻松、加班少？,工作效率区别大吗？ 感觉美国程序员工作时间灵活、加班少，相比与国内程序员工作，似乎压力小很多。但是美国程序员的产出却非常牛逼（如google、fb等）…显示全部,嗯，被经理举报了： 现在我切换到表扬模式。 是的，他们效率更高。 但是，国内程序员不可能通过提高效率减少加班和压力。因为这事的决定权不在你而在公司。 之前“开发和产品经理因为识别手机外壳颜色而打架”的传闻之所以能引起广泛共鸣，就是因为这类事实在太普遍了，太多人感同身受。 因为中高层聪明。太聪明了。聪明绝顶、英明神武、别具慧眼、大巧若拙、福慧双修、绝圣弃智、兰芷蕙心、七行俱下、上智下愚、秀外慧中、足智多谋、聪明绝世、聪明睿智、聪明正直、精明能干、才清智高——人家喜欢听好话，咱得多说。尤其像这个水平的，起码值一千个关于聪明的形容词，对吧。 可惜俺才疏学浅，实在凑不够数。只能列出八百个——不信您数数，足斤足两，一个不少！ 啊？别看评论区。那都是不识数的。数到八百太难了，也就您这么聪明的能数清。不信您点点，八百！少一个俺再赔你一千个！ 怎么样？满意了吧？ 满意了我们继续。 所以，当你花大力气设计了一个精简高效的架构，把一个很难的问题干净漂亮解决掉时，绝不会有人击节赞叹——恰恰相反，他们觉得你捣鼓了个把月才产出几百行代码，反而会犯嘀咕：这人是磨洋工呢，还是不会？ 你面向搜索引擎编程，乱七八糟拷一大堆东西到代码里，用到用不到都留着，KPI表现反而会特别亮眼。 一天几千行代码当然亮眼。 一群外行，怎么会知道这几千行里面就两行有效呢。 类似的，你兢兢业业，一个bug都不让出，人家就把你忘了；反之，你大大咧咧，一个功能你能写出800个bug——经理看起来就很忙很努力，因为他得不停的和你交流；你也很忙很努力，不停跑经理那里讨论问题：全公司你最忙你经理最敬业，不奖励你俩还有天理吗？！ 你看，你好我好大家好，身为聪明人，你为什么不多写点bug呢。 当然了，这是极端情况。大多数公司还是没这么极端的——他们的中高层还不是那种聪明绝顶、英明神武、别具慧眼、大巧若拙、福慧双修、绝圣弃智、兰芷蕙心、七行俱下、上智下愚、秀外慧中、足智多谋、聪明绝世、聪明睿智、聪明正直、精明能干、才清智高的。 即便如此，他们中的绝大多数——包括多数程序员——仍然不懂软件工程。 他们并不知道，或者说并没有想过，今天你写的每一行代码，都会是明天的新代码的地基。 即使你知道，也没办法让中高层明白。 如果你今天写的太过随意，明天就很难在这个基础上扩展它；如果你着急完成任务，今天不先把昨天的设计缺陷修改掉，而是想一个办法绕开……
为什么美国程序员工作比中国程序员工作轻松、加班少？,工作效率区别大吗？ 感觉美国程序员工作时间灵活、加班少，相比与国内程序员工作，似乎压力小很多。但是美国程序员的产出却非常牛逼（如google、fb等）…显示全部,嗯，被经理举报了： 现在我切换到表扬模式。 是的，他们效率更高。 但是，国内程序员不可能通过提高效率减少加班和压力。因为这事的决定权不在你而在公司。 之前“开发和产品经理因为识别手机外壳颜色而打架”的传闻之所以能引起广泛共鸣，就是因为这类事实在太普遍了，太多人感同身受。 因为中高层聪明。太聪明了。聪明绝顶、英明神武、别具慧眼、大巧若拙、福慧双修、绝圣弃智、兰芷蕙心、七行俱下、上智下愚、秀外慧中、足智多谋、聪明绝世、聪明睿智、聪明正直、精明能干、才清智高——人家喜欢听好话，咱得多说。尤其像这个水平的，起码值一千个关于聪明的形容词，对吧。 可惜俺才疏学浅，实在凑不够数。只能列出八百个——不信您数数，足斤足两，一个不少！ 啊？别看评论区。那都是不识数的。数到八百太难了，也就您这么聪明的能数清。不信您点点，八百！少一个俺再赔你一千个！ 怎么样？满意了吧？ 满意了我们继续。 所以，当你花大力气设计了一个精简高效的架构，把一个很难的问题干净漂亮解决掉时，绝不会有人击节赞叹——恰恰相反，他们觉得你捣鼓了个把月才产出几百行代码，反而会犯嘀咕：这人是磨洋工呢，还是不会？ 你面向搜索引擎编程，乱七八糟拷一大堆东西到代码里，用到用不到都留着，KPI表现反而会特别亮眼。 一天几千行代码当然亮眼。 一群外行，怎么会知道这几千行里面就两行有效呢。 类似的，你兢兢业业，一个bug都不让出，人家就把你忘了；反之，你大大咧咧，一个功能你能写出800个bug——经理看起来就很忙很努力，因为他得不停的和你交流；你也很忙很努力，不停跑经理那里讨论问题：全公司你最忙你经理最敬业，不奖励你俩还有天理吗？！ 你看，你好我好大家好，身为聪明人，你为什么不多写点bug呢。 当然了，这是极端情况。大多数公司还是没这么极端的——他们的中高层还不是那种聪明绝顶、英明神武、别具慧眼、大巧若拙、福慧双修、绝圣弃智、兰芷蕙心、七行俱下、上智下愚、秀外慧中、足智多谋、聪明绝世、聪明睿智、聪明正直、精明能干、才清智高的。 即便如此，他们中的绝大多数——包括多数程序员——仍然不懂软件工程。 他们并不知道，或者说并没有想过，今天你写的每一行代码，都会是明天的新代码的地基。 即使你知道，也没办法让中高层明白。 如果你今天写的太过随意，明天就很难在这个基础上扩展它；如果你着急完成任务，今天不先把昨天的设计缺陷修改掉，而是想一个办法绕开……
为什么美国程序员工作比中国程序员工作轻松、加班少？,工作效率区别大吗？ 感觉美国程序员工作时间灵活、加班少，相比与国内程序员工作，似乎压力小很多。但是美国程序员的产出却非常牛逼（如google、fb等）…显示全部,先说结论：跟国外公司比，国内公司最大的问题就是管理者素质不高，对问题的边界定义不清楚。提需求的人没有成本，无止境地提不靠谱的需求。码农自己开发时也追求快糙猛，提高了系统的风险。总的来说，经理很忙，产品很忙，码农很忙，测试很忙，运维也受不了。。就是这样的结局。 我在血汗工厂，大亚麻。整个大部门有80号码工。想知道大家工作有多轻松。。。我先上图为敬。 这位是最忙的。。这Commit记录你们看着办。。。 我们部门是前两年重组出来的，做了七八个全新的项目，按血汗工厂的风格，SDE是要full stack的，还要讲政治，写个类都要摆出个设计文档。跟自己组，隔壁组过完设计，大家blibli一通留言，然后针对几个service的API划分和命名再掰扯个一周。最后谁都说服不了谁，摆出一句”求赐名“这时高级经理或者SDE会猥琐地从希腊神话里找一个神的名字出来命名service，再随机指定几个比较顺眼的命名，会议就结束了。 除了内部Tech的会议，偶尔也会参与业务方的会议。在这里也是要讲政治的，你参会了就必须要多说，无论说什么，一定要存在感巨强。当小透明是行不通的，为什么，小透明就说明你这个人没想法，能力不行啊。某种意义上，声音大就是impact，就是能力！！有没有！！ 接着说对SDE full stack的要求。你以为我们有前端，有测试，有运维？想多了，新开的service，如果涉及前端页面。是要自己写的。。。。没错，别管你是前端工程师还是后端工程师还是算法工程师，首先你得是个工程师，工程师就没有解决不了的问题。。。我们做前端时也要开很多会啊，跟业务方沟通进展和Demo时，业务方可以提意见，一旦提了意见是要sign off的。不是随意说说那么简单。这样有个好处，很多东西定下来了就不随意改变。提需求的人是面临很大的成本，你老提了需求又改，又sign off，不出两月大家就觉得你这人不靠谱，会给你很差的反馈。 谈完了前端，该到开发阶段了吧，开发时50%的时间在也业务代码，50%的时间在写测试代码。如果没有测试代码，code review是说啥也过不去的。写完代码之后，内部有很完整的自动部署工具，把你的单元测试，集成测试都跑完，然后部署测试环境，gamma环境等等。包括日志监控，都是要自己上手的，也是前文反复说的full stack的概念。SDE真的是Someone Does Everyt
为什么美国程序员工作比中国程序员工作轻松、加班少？,工作效率区别大吗？ 感觉美国程序员工作时间灵活、加班少，相比与国内程序员工作，似乎压力小很多。但是美国程序员的产出却非常牛逼（如google、fb等）…显示全部,先说结论：跟国外公司比，国内公司最大的问题就是管理者素质不高，对问题的边界定义不清楚。提需求的人没有成本，无止境地提不靠谱的需求。码农自己开发时也追求快糙猛，提高了系统的风险。总的来说，经理很忙，产品很忙，码农很忙，测试很忙，运维也受不了。。就是这样的结局。 我在血汗工厂，大亚麻。整个大部门有80号码工。想知道大家工作有多轻松。。。我先上图为敬。 这位是最忙的。。这Commit记录你们看着办。。。 我们部门是前两年重组出来的，做了七八个全新的项目，按血汗工厂的风格，SDE是要full stack的，还要讲政治，写个类都要摆出个设计文档。跟自己组，隔壁组过完设计，大家blibli一通留言，然后针对几个service的API划分和命名再掰扯个一周。最后谁都说服不了谁，摆出一句”求赐名“这时高级经理或者SDE会猥琐地从希腊神话里找一个神的名字出来命名service，再随机指定几个比较顺眼的命名，会议就结束了。 除了内部Tech的会议，偶尔也会参与业务方的会议。在这里也是要讲政治的，你参会了就必须要多说，无论说什么，一定要存在感巨强。当小透明是行不通的，为什么，小透明就说明你这个人没想法，能力不行啊。某种意义上，声音大就是impact，就是能力！！有没有！！ 接着说对SDE full stack的要求。你以为我们有前端，有测试，有运维？想多了，新开的service，如果涉及前端页面。是要自己写的。。。。没错，别管你是前端工程师还是后端工程师还是算法工程师，首先你得是个工程师，工程师就没有解决不了的问题。。。我们做前端时也要开很多会啊，跟业务方沟通进展和Demo时，业务方可以提意见，一旦提了意见是要sign off的。不是随意说说那么简单。这样有个好处，很多东西定下来了就不随意改变。提需求的人是面临很大的成本，你老提了需求又改，又sign off，不出两月大家就觉得你这人不靠谱，会给你很差的反馈。 谈完了前端，该到开发阶段了吧，开发时50%的时间在也业务代码，50%的时间在写测试代码。如果没有测试代码，code review是说啥也过不去的。写完代码之后，内部有很完整的自动部署工具，把你的单元测试，集成测试都跑完，然后部署测试环境，gamma环境等等。包括日志监控，都是要自己上手的，也是前文反复说的full stack的概念。SDE真的是Someone Does Everyt
为什么美国程序员工作比中国程序员工作轻松、加班少？,工作效率区别大吗？ 感觉美国程序员工作时间灵活、加班少，相比与国内程序员工作，似乎压力小很多。但是美国程序员的产出却非常牛逼（如google、fb等）…显示全部,其实科学的规划和合理的安排可以令每个人的工作量减少的同时令结果质量更高。 然而有些人就是不信，怎么办呢(摊手 国内很多公司的领导自己都没有想清楚就交代任务。自己多做1%，就可以让好几个手下减轻一半的工作量，稍微动脑子优化一下流程更是不得了。其实这就是领导能力差的表现，他们还不自知。真正的领导能力不是令人服从，而是让大家用正确高效的方法完成任务。
为什么美国程序员工作比中国程序员工作轻松、加班少？,工作效率区别大吗？ 感觉美国程序员工作时间灵活、加班少，相比与国内程序员工作，似乎压力小很多。但是美国程序员的产出却非常牛逼（如google、fb等）…显示全部,先问是不是，再问为什么。 难道美国的程序员就不加班吗？他们就一天八小时工作，还想来就来，想走就走？非工作时间完全找不到人？还有什么食物饮料都免费提供？ 让我来告诉你真实的情况吧，还...真是这样的。 加班文化应该是中美两地最明显的不同了，形成这种差异的原因不是一两句可以讲清楚的。我在两个国家都工作过，也在不同岗位工作过，所以就尽量从不同角度来简要说一下。 国内程序员加班严重，首先问题不在程序员这个群体。 产品层面拍脑袋决策多 产品层面，拍脑袋决策多，美其名曰：互联网思维、小步快跑、试错思维，其实是没想清楚，反正我就需求一提，技术团队来做，上线后成功了我是产品天才，失败了也没啥坏处，找个借口说什么“互联网市场变化太快”也能搪塞过去，或者找个新项目，继续画大饼。 国内的产品经理实在是太多了，很多还是刚毕业的小鲜肉，没有一点经验积累，凭借天马行空的想象力，提一个需求，就能让一帮技术专家为之操劳好几个月去实现，这简直是不可思议的。即使产品经理很厉害，但人数一多，每个人都要业绩，都拼命想点子、提需求，技术团队怎么能招架得住那么多需求呢。于是就会这些现象： 节假日来了，我们上一个活动，或者节日小彩蛋功能。 竞品上了一个 xx 功能，看起来不错，我们也抓紧上一个。 10个产品经理同时跟你说：这个需求我跟老板对过了，xx 之前必须上线。 产品经理没有想清楚某个功能的价值，或者带来的收益不痛不痒，而技术团队则需要为此付出巨大的心血，也就是加班。当然这也不一定是产品经理的错，国内公司，老板的指令太多了，不说了，你懂的。 在美国这边，产品经理大多是行业经验非常丰富的人，要么是从工程师转过来，要么是从多年的商业领域经历然后读个 MBA转过来。上线一个功能，经过严谨的理论推演、多轮前期调研、科学的 AB test，从提出 idea 到最终用户看到更新，经常耗时半年或一年。很多不成功的 idea 还没面市，就因为数据不好而“胎死腹中”。这样一方面提高了产品需求的质量，另一方面也给技术团队足够多的时间来设计和实现一个可持续发展的架构。 技术团队话语权低 管理层在做决策时，往往更重视产品更新迭代，而忽视技术的建设。 比如说技术团队有100个小时，老板可能会把90小时都投入到实现产品功能，给技术优化、修补技术债务。于是就会出现技术实现非常粗糙的情况，举个栗子，给你一周时间，实现一个 IM 功能，你还
